sample_kruskall_wallis_stat	sample_kruskall_wallis_pval	D0	sample_D1	sample_D2	sample_D3	D0_sample_association_dunn_mean_pval	sample_D1_sample_association_dunn_mean_pval	sample_D2_sample_association_dunn_mean_pval	sample_D3_sample_association_dunn_mean_pval
26789.076815223543	0.0	0.0	0.0	0.0	0.0	8.345006246924665e-06	6.79364661622544e-09	8.338212600321845e-06	0.0
41639.4591283982	0.0	0.0	0.0	0.0	0.0	0.0	1.0500579235509275e-37	7.96792543598934e-35	7.957424856753831e-35
6187.142359478375	0.0	0.0	0.0	0.0	0.0	1.5015781994607628e-58	7.718536891453608e-13	7.718536891453608e-13	0.0
47489.701492938635	0.0	0.0	0.0	0.0	0.0	0.0	9.222973092838462e-19	9.222973093322895e-19	4.8443287660988614e-29
14508.366017211809	0.0	0.0	0.0	0.0	0.0	2.8960005473923417e-105	2.8960005473923417e-105	1.5219756441872464e-66	1.5219756441872464e-66
25539.217865607174	0.0	0.0	0.0	0.0	0.0	0.1638645595391828	6.316052557604913e-23	0.1638645595391828	0.0
47446.832405531255	0.0	0.0	0.0	0.0	0.0	0.0	4.047577081915138e-226	1.9262962095737316e-05	1.9262962095737316e-05
13124.508711657443	0.0	0.0	0.0	0.0	0.0	5.601728139485801e-75	5.601728139485801e-75	1.982854433365203e-71	1.982854433365203e-71
26763.926154992932	0.0	0.0	0.0	0.0	0.0	7.66139369381709e-06	7.66139369381709e-06	9.676531513114097e-39	0.0
25979.571400466033	0.0	0.0	0.0	0.0	0.0	0.07238738600066089	6.07979853880504e-07	0.07238799397090129	0.0
29200.865941815497	0.0	0.0	0.0	0.0	0.0	0.0	3.734875771401438e-155	1.9971510339355664e-16	1.9971510339355664e-16
10927.9158738361	0.0	0.0	0.0	0.0	0.0	4.6445265411580166e-210	0.0009378090808723205	0.0009378090808723205	0.0
20178.243243064055	0.0	0.0	0.0	0.0	0.0	0.2506001667066225	0.2506001667066225	0.0	0.0
9628.000533177707	0.0	0.0	0.0	0.0	0.0	1.6498412042030617e-12	1.6498412042030617e-12	6.370508643914856e-24	6.370508643914856e-24
15582.214585276088	0.0	0.0	0.0	0.0	0.0	1.5536127069656215e-19	1.6737753621191606e-28	0.0	1.5536127052918463e-19
51716.84520705406	0.0	0.0	0.0	0.0	0.0	0.0	2.922638427640966e-82	4.0276966835414725e-08	4.0276966835414725e-08
18072.713073107396	0.0	0.0	0.0	0.0	0.0	2.5532643918917057e-09	2.5532643918917057e-09	0.0	0.0
24266.600338398886	0.0	0.0	0.0	0.0	0.0	9.78389020916732e-68	0.0	7.306541560364706e-238	9.78389020916732e-68
12362.40891729593	0.0	0.0	0.0	0.0	0.0	5.350425820072634e-08	6.375570779853797e-08	0.0	1.0251449597811624e-08
15563.632758617552	0.0	0.0	0.0	0.0	0.0	2.768386991806099e-05	2.7697895188704088e-05	0.0	1.402527064309828e-08
13653.856431748143	0.0	0.0	0.0	0.0	0.0	0.0	1.4108088837445213e-221	0.2751874709570831	0.2751874709570831
33646.09849577729	0.0	0.0	0.0	0.0	0.0	6.2894157986396885e-09	0.0	2.4896301633390397e-38	6.2894157986396885e-09
18970.784592360924	0.0	0.0	0.0	0.0	0.0	0.1549646979675688	0.15461079770725433	0.0009869774867001105	0.0
20180.4596043944	0.0	0.0	0.0	0.0	0.0	0.413325625971795	0.2319421973649611	0.4159001328580465	0.0
29524.960879066646	0.0	0.0	0.0	0.0	0.0	3.7471009120819876e-110	0.0	2.7479212150897542e-36	2.7479212150897542e-36
30288.149544627875	0.0	0.0	0.0	0.0	0.0	1.3484768388153517e-23	0.0	1.5551364445865075e-95	1.3484768388153517e-23
42742.45751125919	0.0	0.0	0.0	0.0	0.0	0.0	7.466639717221293e-41	5.1073588240505835e-25	5.1073588240505835e-25
19378.695888899434	0.0	0.0	0.0	0.0	0.0	1.2477562948588577e-14	1.2477562948588577e-14	8.732333266661377e-67	0.0
14522.442467661322	0.0	0.0	0.0	0.0	0.0	6.670698969080562e-95	6.670698969080562e-95	3.509192589634764e-231	3.646366404673935e-284
9483.015990003138	0.0	0.0	0.0	0.0	0.0	0.0	9.12104448507769e-24	9.12104448507769e-24	4.217786908653579e-41
19998.392122856694	0.0	0.0	0.0	0.0	0.0	5.561244430396756e-235	5.119031686455949e-12	0.0	5.119031686455949e-12
39036.89383570782	0.0	0.0	0.0	0.0	0.0	0.0	3.786506983518273e-120	1.4588239485249004e-52	1.4588239485249004e-52
10136.281061638141	0.0	0.0	0.0	0.0	0.0	1.4985519331523523e-101	1.4985519331523523e-101	6.652712246030585e-90	6.652712246030585e-90
13684.482431339553	0.0	0.0	0.0	0.0	0.0	8.515451493288031e-18	0.0	1.2609074322330813e-34	8.515451493288031e-18
10437.109207215737	0.0	0.0	0.0	0.0	0.0	5.693733908333524e-35	6.54797871609059e-290	0.0	5.693733908333524e-35
11373.610631802687	0.0	0.0	0.0	0.0	0.0	5.832672247361953e-153	0.3219165888996747	0.0	0.3219165888996747
19056.484532684826	0.0	0.0	0.0	0.0	0.0	2.7059986343781414e-15	0.0	0.029810910420607007	0.029810910420609103
1303.7432896122396	2.2678304755487213e-282	6.352867026992579e-230	7.706831554344341e-165	1.5179206578689983e-43	6.352867026992579e-230	0.104435069536385	0.104435069536385	1.8188901201133225e-36	1.784281858830196e-36
3585.187860383195	0.0	0.0	1.0488045348240581e-263	9.053650990466995e-129	0.0	1.5324261605124344e-39	2.3492648673002608e-20	2.3492648673002608e-20	3.017883663488998e-129
3368.309616384865	0.0	0.0	0.0	0.0	0.0	0.2658225887451811	0.2658225887451811	0.0	3.039398261057474e-25
8826.424036072935	0.0	0.0	0.0	0.0	0.0	0.0	6.577879751574407e-16	0.0	6.577879751574407e-16
1557.50470475062	0.0	5.040353877127088e-277	1.0363704682572762e-78	1.146907728649401e-176	5.040353877127088e-277	8.513819491279754e-25	8.513819491279754e-25	0.1758752224236201	0.1758752224236201
2604.5585624717182	0.0	0.0	6.746069168431217e-290	0.0	0.0	2.2486897228104057e-290	8.675770825921528e-08	8.154899977075187e-08	5.20870848846342e-09
129.59142247360677	6.624020285211552e-28	2.538277690622058e-18	3.1406913714451223e-11	2.011679344252221e-29	2.011679344252221e-29	0.09840380631265984	0.09790759095518113	1.0468972084242972e-11	0.0007182518072414917
359.0142903263884	1.66624168244551e-77	4.892379421077705e-80	2.174013242134166e-28	4.892379421077705e-80	1.1710353226935449e-35	2.374338090835965e-10	0.2525929021321913	7.246711197458995e-29	0.25259290189475886
8682.235422369406	0.0	0.0	0.0	0.0	0.0	0.0006238380117591838	0.0006238380117591838	2.084012384097865e-127	2.084012384097865e-127
838.9901557999355	1.5133441202939314e-181	1.4477190257233936e-138	5.010218690533748e-68	2.23566904922999e-112	1.4477190257233936e-138	1.6700728968445826e-68	0.0009580639049844634	0.011514255988189273	0.012465390133215454
1412.4460888101676	5.867619924264985e-306	5.690729462603179e-234	3.743643012744318e-201	1.016533716810472e-54	5.690729462603179e-234	7.906978558830706e-05	7.906978558830706e-05	1.064088228200505e-28	3.388445722701573e-55
2070.5437760869236	0.0	9.712456920174765e-264	1.310648394599201e-297	3.3300936950652845e-235	1.310648394599201e-297	2.184499831077478e-06	0.00011996657263583069	0.00012215107246690423	1.1100312316884282e-235
16067.739851785096	0.0	0.0	0.0	0.0	0.0	0.0	1.6014975966201443e-193	0.0016264161115005444	0.0016264161115005444
2165.6468583502397	0.0	0.0	8.404438186213159e-279	1.7493757087243765e-149	0.0	0.012045408644659491	0.012045408644644954	1.4588046557176805e-14	5.831252362414589e-150
7428.325903132975	0.0	0.0	0.0	0.0	0.0	0.0010668433335583552	0.0010668433271594554	6.398944638739682e-12	0.0
25.113197313807884	1.4621488249921633e-05	1.933623762289799e-06	1.933623762289799e-06	0.00324403782395841	0.004135066840350358	0.002460346096023686	0.04390110053145391	0.22109393440256817	0.18776756967803768
382.8455457954955	1.1500794805039751e-82	5.479474701606965e-29	2.4310594409847193e-78	2.4310594409847193e-78	1.2659952755305654e-50	1.0279267782501456e-06	1.8264915672023218e-29	7.241125139801989e-12	1.0279340193752856e-06
5717.993962195196	0.0	0.0	0.0	0.0	0.0	0.00030000376587589885	0.0	6.116863634414949e-16	0.00030000376587528715
1692.0262175647424	0.0	3.32042015466194e-262	1.2649981455245674e-237	2.993670233602739e-85	3.32042015466194e-262	6.460466188142664e-07	6.460466188142664e-07	2.3221968196850518e-25	2.3221968196850518e-25
544.0098730994551	1.3813272826549839e-117	2.4400627358146207e-76	5.005974851151607e-33	6.096394326245492e-88	6.096394326245492e-88	4.539892860232192e-07	5.042807465766262e-10	4.5398928602315424e-07	5.042807465117016e-10
2406.1484087981707	0.0	0.0	3.765302045904098e-201	0.0	0.0	0.0954390152401217	0.0954390152401217	7.972755534173497e-24	1.2551006819680327e-201
1922.6395642479683	0.0	0.0	4.6241585398125685e-184	2.348560289522768e-147	0.0	0.0015761629178624394	0.0015761629178624394	1.0625126849368052e-09	1.0625126849368052e-09
1035.6595483136812	3.306388045349692e-224	5.327032390567125e-108	4.5101187816857414e-77	4.468310896415184e-193	4.468310896415184e-193	0.18049917754173164	0.18049917754173164	3.6172238410693615e-22	1.5033729272285805e-77
