motif	stat	pval	program_name
AHRR.H12CORE.0.P.C	-0.005551436279773477	0.6819698128276565	25
AHRR.H12CORE.0.P.C	-0.0021346124635062756	0.8748000823319827	26
AHRR.H12CORE.0.P.C	-0.004200695728803001	0.756506709766968	27
AHRR.H12CORE.0.P.C	-0.0033849165004076727	0.8026996456274187	28
AHRR.H12CORE.0.P.C	-0.006448950453123536	0.6340547926458122	29
AHRR.H12CORE.0.P.C	-0.004298411440092057	0.7510279527398492	30
AHRR.H12CORE.0.P.C	-0.0044670893736558255	0.7416000683608858	31
AHRR.H12CORE.0.P.C	-0.0028004425942193454	0.8362346678151348	32
AHRR.H12CORE.0.P.C	-0.005070314464246285	0.7082091242705431	33
AHRR.H12CORE.0.P.C	-0.004845069211569522	0.7206158669875034	34
AHRR.H12CORE.0.P.C	-0.0015741952181363558	0.9074959009658278	35
AHRR.H12CORE.0.P.C	-0.004953591057522441	0.7146289522349576	36
AHRR.H12CORE.0.P.C	0.0015389213842685078	0.9095596900123483	37
AHRR.H12CORE.0.P.C	0.0028610356290921326	0.832743079935276	38
AHRR.H12CORE.0.P.C	0.02426423065984219	0.07324475723229071	39
AHRR.H12CORE.0.P.C	-0.00290410485904706	0.8302632763241922	40
AHRR.H12CORE.0.P.C	-0.004192141629198555	0.7569869113751053	41
AHRR.H12CORE.0.P.C	0.001022553972372372	0.9398337859498737	42
AHRR.H12CORE.0.P.C	-0.005445876858865571	0.6876952918393476	43
AHRR.H12CORE.0.P.C	-0.0033248424711196183	0.8061308944416261	44
AHRR.H12CORE.0.P.C	-0.0026450337990076705	0.8452044800894745	45
AHRR.H12CORE.0.P.C	-0.0012836229204954187	0.924513939182627	46
AHRR.H12CORE.0.P.C	-0.003994618207268475	0.7681010229123864	47
AHRR.H12CORE.0.P.C	-0.003843986178829614	0.7766089694484082	48
AHRR.H12CORE.0.P.C	-0.004949775385268265	0.7148391596113687	49
AHRR.H12CORE.0.P.C	-0.004165899573596612	0.7584606465874605	50
AHRR.H12CORE.0.P.C	-0.0030485090769659055	0.821961353576055	51
AHRR.H12CORE.0.P.C	-0.003746384547380841	0.7821360810667036	52
AHRR.H12CORE.0.P.C	-0.003935346373975239	0.7714455253945988	53
AHRR.H12CORE.0.P.C	-0.004396345442283661	0.7455495191700234	54
AHRR.H12CORE.0.P.C	-0.004106697015183959	0.7617886367126762	55
AHRR.H12CORE.0.P.C	-0.0040047257873543195	0.7675311160876235	56
AHRR.H12CORE.0.P.C	-0.0032491088355270223	0.8104618877741913	57
AHRR.H12CORE.0.P.C	-0.003016350169752737	0.8238085074535718	58
AHRR.H12CORE.0.P.C	-0.000867314944292717	0.9489543346447393	59
FOXF1.H12CORE.0.P.C	-0.0048563063097607365	0.7199951379683779	0
FOXF1.H12CORE.0.P.C	-0.0045793705712322864	0.7353456838511672	1
FOXF1.H12CORE.0.P.C	-0.0033619007062432593	0.8040137935081801	2
FOXF1.H12CORE.0.P.C	-0.0039229244697307685	0.7721469909585656	3
FOXF1.H12CORE.0.P.C	-0.0040855775276382525	0.7629769098278856	4
FOXF1.H12CORE.0.P.C	0.0006215544349078446	0.963406376638897	5
FOXF1.H12CORE.0.P.C	-0.006366364630544611	0.6384040888579172	6
FOXF1.H12CORE.0.P.C	-0.004306642010059042	0.7505670465485608	7
FOXF1.H12CORE.0.P.C	-0.0034671774818198944	0.798007318934834	8
FOXF1.H12CORE.0.P.C	-0.004662660111421589	0.7307174973162167	9
FOXF1.H12CORE.0.P.C	-0.005850658350939024	0.6658403112190531	10
FOXF1.H12CORE.0.P.C	-0.0023089376562186914	0.8646703697617028	11
FOXF1.H12CORE.0.P.C	-0.004226048291487127	0.7550840453080433	12
FOXF1.H12CORE.0.P.C	-0.0020142665514543932	0.8818052499394609	13
FOXF1.H12CORE.0.P.C	-0.004471936376432931	0.741329720279212	14
FOXF1.H12CORE.0.P.C	-0.005435687894948638	0.6882488899867271	15
FOXF1.H12CORE.0.P.C	-0.002909463381964502	0.829954865483063	16
FOXF1.H12CORE.0.P.C	-0.005758737539301176	0.6707792896362118	17
FOXF1.H12CORE.0.P.C	-0.005068106083879851	0.708330395481832	18
FOXF1.H12CORE.0.P.C	-0.003820102000782452	0.7779604809499291	19
FOXF1.H12CORE.0.P.C	-0.004346413843340095	0.7483411081808943	20
FOXF1.H12CORE.0.P.C	-0.0046839098906983	0.7295382612604124	21
FOXF1.H12CORE.0.P.C	-0.004306054498403854	0.7505999438451073	22
FOXF1.H12CORE.0.P.C	-0.004056329910706793	0.7646234283580866	23
FOXF1.H12CORE.0.P.C	-0.005802852661648599	0.6684071576551109	24
FOXF1.H12CORE.0.P.C	-0.005551436279773477	0.6819698128276565	25
FOXF1.H12CORE.0.P.C	-0.0021346124635062756	0.8748000823319827	26
FOXF1.H12CORE.0.P.C	-0.004200695728803001	0.756506709766968	27
FOXF1.H12CORE.0.P.C	-0.0033849165004076727	0.8026996456274187	28
FOXF1.H12CORE.0.P.C	-0.006448950453123536	0.6340547926458122	29
FOXF1.H12CORE.0.P.C	-0.004298411440092057	0.7510279527398492	30
FOXF1.H12CORE.0.P.C	-0.0044670893736558255	0.7416000683608858	31
FOXF1.H12CORE.0.P.C	-0.0028004425942193454	0.8362346678151348	32
FOXF1.H12CORE.0.P.C	-0.005070314464246285	0.7082091242705431	33
FOXF1.H12CORE.0.P.C	-0.004845069211569522	0.7206158669875034	34
FOXF1.H12CORE.0.P.C	-0.0015741952181363558	0.9074959009658278	35
FOXF1.H12CORE.0.P.C	-0.004953591057522441	0.7146289522349576	36
FOXF1.H12CORE.0.P.C	0.0015389213842685078	0.9095596900123483	37
FOXF1.H12CORE.0.P.C	0.0028610356290921326	0.832743079935276	38
FOXF1.H12CORE.0.P.C	0.02426423065984219	0.07324475723229071	39
FOXF1.H12CORE.0.P.C	-0.00290410485904706	0.8302632763241922	40
FOXF1.H12CORE.0.P.C	-0.004192141629198555	0.7569869113751053	41
FOXF1.H12CORE.0.P.C	0.001022553972372372	0.9398337859498737	42
FOXF1.H12CORE.0.P.C	-0.005445876858865571	0.6876952918393476	43
FOXF1.H12CORE.0.P.C	-0.0033248424711196183	0.8061308944416261	44
FOXF1.H12CORE.0.P.C	-0.0026450337990076705	0.8452044800894745	45
FOXF1.H12CORE.0.P.C	-0.0012836229204954187	0.924513939182627	46
FOXF1.H12CORE.0.P.C	-0.003994618207268475	0.7681010229123864	47
FOXF1.H12CORE.0.P.C	-0.003843986178829614	0.7766089694484082	48
FOXF1.H12CORE.0.P.C	-0.004949775385268265	0.7148391596113687	49
FOXF1.H12CORE.0.P.C	-0.004165899573596612	0.7584606465874605	50
FOXF1.H12CORE.0.P.C	-0.0030485090769659055	0.821961353576055	51
FOXF1.H12CORE.0.P.C	-0.003746384547380841	0.7821360810667036	52
FOXF1.H12CORE.0.P.C	-0.003935346373975239	0.7714455253945988	53
FOXF1.H12CORE.0.P.C	-0.004396345442283661	0.7455495191700234	54
FOXF1.H12CORE.0.P.C	-0.004106697015183959	0.7617886367126762	55
FOXF1.H12CORE.0.P.C	-0.0040047257873543195	0.7675311160876235	56
FOXF1.H12CORE.0.P.C	-0.0032491088355270223	0.8104618877741913	57
FOXF1.H12CORE.0.P.C	-0.003016350169752737	0.8238085074535718	58
FOXF1.H12CORE.0.P.C	-0.000867314944292717	0.9489543346447393	59
MAF.H12CORE.0.PM.A	-0.0048563063097607365	0.7199951379683779	0
MAF.H12CORE.0.PM.A	-0.0045793705712322864	0.7353456838511672	1
MAF.H12CORE.0.PM.A	-0.0033619007062432593	0.8040137935081801	2
MAF.H12CORE.0.PM.A	-0.0039229244697307685	0.7721469909585656	3
MAF.H12CORE.0.PM.A	-0.0040855775276382525	0.7629769098278856	4
MAF.H12CORE.0.PM.A	0.0006215544349078446	0.963406376638897	5
MAF.H12CORE.0.PM.A	-0.006366364630544611	0.6384040888579172	6
MAF.H12CORE.0.PM.A	-0.004306642010059042	0.7505670465485608	7
MAF.H12CORE.0.PM.A	-0.0034671774818198944	0.798007318934834	8
MAF.H12CORE.0.PM.A	-0.004662660111421589	0.7307174973162167	9
MAF.H12CORE.0.PM.A	-0.005850658350939024	0.6658403112190531	10
MAF.H12CORE.0.PM.A	-0.0023089376562186914	0.8646703697617028	11
MAF.H12CORE.0.PM.A	-0.004226048291487127	0.7550840453080433	12
MAF.H12CORE.0.PM.A	-0.0020142665514543932	0.8818052499394609	13
MAF.H12CORE.0.PM.A	-0.004471936376432931	0.741329720279212	14
MAF.H12CORE.0.PM.A	-0.005435687894948638	0.6882488899867271	15
MAF.H12CORE.0.PM.A	-0.002909463381964502	0.829954865483063	16
MAF.H12CORE.0.PM.A	-0.005758737539301176	0.6707792896362118	17
MAF.H12CORE.0.PM.A	-0.005068106083879851	0.708330395481832	18
MAF.H12CORE.0.PM.A	-0.003820102000782452	0.7779604809499291	19
MAF.H12CORE.0.PM.A	-0.004346413843340095	0.7483411081808943	20
MAF.H12CORE.0.PM.A	-0.0046839098906983	0.7295382612604124	21
MAF.H12CORE.0.PM.A	-0.004306054498403854	0.7505999438451073	22
MAF.H12CORE.0.PM.A	-0.004056329910706793	0.7646234283580866	23
MAF.H12CORE.0.PM.A	-0.005802852661648599	0.6684071576551109	24
MAF.H12CORE.0.PM.A	-0.005551436279773477	0.6819698128276565	25
MAF.H12CORE.0.PM.A	-0.0021346124635062756	0.8748000823319827	26
MAF.H12CORE.0.PM.A	-0.004200695728803001	0.756506709766968	27
MAF.H12CORE.0.PM.A	-0.0033849165004076727	0.8026996456274187	28
MAF.H12CORE.0.PM.A	-0.006448950453123536	0.6340547926458122	29
MAF.H12CORE.0.PM.A	-0.004298411440092057	0.7510279527398492	30
MAF.H12CORE.0.PM.A	-0.0044670893736558255	0.7416000683608858	31
MAF.H12CORE.0.PM.A	-0.0028004425942193454	0.8362346678151348	32
MAF.H12CORE.0.PM.A	-0.005070314464246285	0.7082091242705431	33
MAF.H12CORE.0.PM.A	-0.004845069211569522	0.7206158669875034	34
MAF.H12CORE.0.PM.A	-0.0015741952181363558	0.9074959009658278	35
MAF.H12CORE.0.PM.A	-0.004953591057522441	0.7146289522349576	36
MAF.H12CORE.0.PM.A	0.0015389213842685078	0.9095596900123483	37
MAF.H12CORE.0.PM.A	0.0028610356290921326	0.832743079935276	38
MAF.H12CORE.0.PM.A	0.02426423065984219	0.07324475723229071	39
MAF.H12CORE.0.PM.A	-0.00290410485904706	0.8302632763241922	40
MAF.H12CORE.0.PM.A	-0.004192141629198555	0.7569869113751053	41
MAF.H12CORE.0.PM.A	0.001022553972372372	0.9398337859498737	42
MAF.H12CORE.0.PM.A	-0.005445876858865571	0.6876952918393476	43
MAF.H12CORE.0.PM.A	-0.0033248424711196183	0.8061308944416261	44
MAF.H12CORE.0.PM.A	-0.0026450337990076705	0.8452044800894745	45
MAF.H12CORE.0.PM.A	-0.0012836229204954187	0.924513939182627	46
MAF.H12CORE.0.PM.A	-0.003994618207268475	0.7681010229123864	47
MAF.H12CORE.0.PM.A	-0.003843986178829614	0.7766089694484082	48
MAF.H12CORE.0.PM.A	-0.004949775385268265	0.7148391596113687	49
MAF.H12CORE.0.PM.A	-0.004165899573596612	0.7584606465874605	50
MAF.H12CORE.0.PM.A	-0.0030485090769659055	0.821961353576055	51
MAF.H12CORE.0.PM.A	-0.003746384547380841	0.7821360810667036	52
MAF.H12CORE.0.PM.A	-0.003935346373975239	0.7714455253945988	53
MAF.H12CORE.0.PM.A	-0.004396345442283661	0.7455495191700234	54
MAF.H12CORE.0.PM.A	-0.004106697015183959	0.7617886367126762	55
MAF.H12CORE.0.PM.A	-0.0040047257873543195	0.7675311160876235	56
MAF.H12CORE.0.PM.A	-0.0032491088355270223	0.8104618877741913	57
MAF.H12CORE.0.PM.A	-0.003016350169752737	0.8238085074535718	58
MAF.H12CORE.0.PM.A	-0.000867314944292717	0.9489543346447393	59
TEAD4.H12CORE.1.P.B	-0.0048563063097607365	0.7199951379683779	0
TEAD4.H12CORE.1.P.B	-0.0045793705712322864	0.7353456838511672	1
TEAD4.H12CORE.1.P.B	-0.0033619007062432593	0.8040137935081801	2
TEAD4.H12CORE.1.P.B	-0.0039229244697307685	0.7721469909585656	3
TEAD4.H12CORE.1.P.B	-0.0040855775276382525	0.7629769098278856	4
TEAD4.H12CORE.1.P.B	0.0006215544349078446	0.963406376638897	5
TEAD4.H12CORE.1.P.B	-0.006366364630544611	0.6384040888579172	6
TEAD4.H12CORE.1.P.B	-0.004306642010059042	0.7505670465485608	7
TEAD4.H12CORE.1.P.B	-0.0034671774818198944	0.798007318934834	8
TEAD4.H12CORE.1.P.B	-0.004662660111421589	0.7307174973162167	9
TEAD4.H12CORE.1.P.B	-0.005850658350939024	0.6658403112190531	10
TEAD4.H12CORE.1.P.B	-0.0023089376562186914	0.8646703697617028	11
TEAD4.H12CORE.1.P.B	-0.004226048291487127	0.7550840453080433	12
TEAD4.H12CORE.1.P.B	-0.0020142665514543932	0.8818052499394609	13
TEAD4.H12CORE.1.P.B	-0.004471936376432931	0.741329720279212	14
TEAD4.H12CORE.1.P.B	-0.005435687894948638	0.6882488899867271	15
TEAD4.H12CORE.1.P.B	-0.002909463381964502	0.829954865483063	16
TEAD4.H12CORE.1.P.B	-0.005758737539301176	0.6707792896362118	17
TEAD4.H12CORE.1.P.B	-0.005068106083879851	0.708330395481832	18
TEAD4.H12CORE.1.P.B	-0.003820102000782452	0.7779604809499291	19
TEAD4.H12CORE.1.P.B	-0.004346413843340095	0.7483411081808943	20
TEAD4.H12CORE.1.P.B	-0.0046839098906983	0.7295382612604124	21
TEAD4.H12CORE.1.P.B	-0.004306054498403854	0.7505999438451073	22
TEAD4.H12CORE.1.P.B	-0.004056329910706793	0.7646234283580866	23
TEAD4.H12CORE.1.P.B	-0.005802852661648599	0.6684071576551109	24
TEAD4.H12CORE.1.P.B	-0.005551436279773477	0.6819698128276565	25
TEAD4.H12CORE.1.P.B	-0.0021346124635062756	0.8748000823319827	26
TEAD4.H12CORE.1.P.B	-0.004200695728803001	0.756506709766968	27
TEAD4.H12CORE.1.P.B	-0.0033849165004076727	0.8026996456274187	28
TEAD4.H12CORE.1.P.B	-0.006448950453123536	0.6340547926458122	29
TEAD4.H12CORE.1.P.B	-0.004298411440092057	0.7510279527398492	30
TEAD4.H12CORE.1.P.B	-0.0044670893736558255	0.7416000683608858	31
TEAD4.H12CORE.1.P.B	-0.0028004425942193454	0.8362346678151348	32
TEAD4.H12CORE.1.P.B	-0.005070314464246285	0.7082091242705431	33
TEAD4.H12CORE.1.P.B	-0.004845069211569522	0.7206158669875034	34
TEAD4.H12CORE.1.P.B	-0.0015741952181363558	0.9074959009658278	35
TEAD4.H12CORE.1.P.B	-0.004953591057522441	0.7146289522349576	36
TEAD4.H12CORE.1.P.B	0.0015389213842685078	0.9095596900123483	37
TEAD4.H12CORE.1.P.B	0.0028610356290921326	0.832743079935276	38
TEAD4.H12CORE.1.P.B	0.02426423065984219	0.07324475723229071	39
TEAD4.H12CORE.1.P.B	-0.00290410485904706	0.8302632763241922	40
TEAD4.H12CORE.1.P.B	-0.004192141629198555	0.7569869113751053	41
TEAD4.H12CORE.1.P.B	0.001022553972372372	0.9398337859498737	42
TEAD4.H12CORE.1.P.B	-0.005445876858865571	0.6876952918393476	43
TEAD4.H12CORE.1.P.B	-0.0033248424711196183	0.8061308944416261	44
TEAD4.H12CORE.1.P.B	-0.0026450337990076705	0.8452044800894745	45
TEAD4.H12CORE.1.P.B	-0.0012836229204954187	0.924513939182627	46
TEAD4.H12CORE.1.P.B	-0.003994618207268475	0.7681010229123864	47
TEAD4.H12CORE.1.P.B	-0.003843986178829614	0.7766089694484082	48
TEAD4.H12CORE.1.P.B	-0.004949775385268265	0.7148391596113687	49
TEAD4.H12CORE.1.P.B	-0.004165899573596612	0.7584606465874605	50
TEAD4.H12CORE.1.P.B	-0.0030485090769659055	0.821961353576055	51
TEAD4.H12CORE.1.P.B	-0.003746384547380841	0.7821360810667036	52
TEAD4.H12CORE.1.P.B	-0.003935346373975239	0.7714455253945988	53
TEAD4.H12CORE.1.P.B	-0.004396345442283661	0.7455495191700234	54
TEAD4.H12CORE.1.P.B	-0.004106697015183959	0.7617886367126762	55
TEAD4.H12CORE.1.P.B	-0.0040047257873543195	0.7675311160876235	56
TEAD4.H12CORE.1.P.B	-0.0032491088355270223	0.8104618877741913	57
TEAD4.H12CORE.1.P.B	-0.003016350169752737	0.8238085074535718	58
TEAD4.H12CORE.1.P.B	-0.000867314944292717	0.9489543346447393	59
