target_name	program_name	ref_mean	test_mean	log2FC	stat	pval	adj_pval
ACAA1	0	0.0037837953738357054	0.0032880055685324946	-0.20262132805182193	976186.5	0.2953186588872877	0.5607792715489278
ACAA1	2	0.036004467762827716	0.03850167732226415	0.09674535763651713	978845.0	0.36766328177292207	0.6285924151940951
ACAA1	4	0.015938323313044147	0.013347745084002096	-0.25590382880064344	912480.5	0.08765973393094341	0.264935098493115
ACAA1	6	0.014261909886334582	0.015375926173039832	0.10850612069644727	998206.0	0.09053366994578757	0.27105526098973237
ACAA1	5	0.005121867116068415	0.005159801445262054	0.01064572673381282	972902.5	0.41113489676511417	0.6689683324747087
ACAA1	1	0.20369950445060375	0.20335514329807125	-0.002440990409031651	966127.5	0.6804898955026548	0.8483586202473482
ACAA1	7	0.006011106681101873	0.005942860928773584	-0.016473004004227017	952353.5	0.8969445513783706	0.9570740118376264
ACAA1	3	0.028035298273362597	0.026710725153700206	-0.06982527563792294	936422.5	0.4755402730010896	0.7206630902816689
ACAA1	9	0.10234664649837692	0.10697868815209644	0.06385958593475335	975584.5	0.44173878775696984	0.6929167535352511
ACAA1	8	0.024132337118258875	0.024732335715073377	0.03543085244962442	972289.0	0.5157567773880098	0.7474251239826241
ACAA1	10	0.0706939992073568	0.07611833833989518	0.10665630954353889	966155.5	0.6757651750634333	0.8454157101969065
ACAA1	11	0.018283359450763047	0.021455047602444446	0.23078592123500996	978906.5	0.3414354524938903	0.6055129768627437
ACAA1	12	0.03296932898395881	0.032472723498008386	-0.021896135509782203	958881.0	0.8866218394929599	0.952348821947262
ACAA1	13	0.07291084239771785	0.0831442271384696	0.18948272768532193	1019140.5	0.015356095719922375	0.07570277077310154
ACAA1	14	0.014231263018162797	0.013137763372180294	-0.11534401995632336	945290.5	0.6857885144838249	0.8518756870203411
ACAA1	15	0.013605660959436279	0.01276522650278826	-0.09198790726649637	948359.5	0.7801593837000986	0.9039188106656149
ACAA1	17	0.00905357470804869	0.007786650496683439	-0.21748466508832492	956147.0	0.9683395626442712	0.9884897229610643
ACAA1	18	0.006544631875403995	0.00473380023938784	-0.46731321788866725	905925.5	0.03222826329868035	0.131975908904101
ACAA1	16	0.010937782075057379	0.009407487906209643	-0.21743878841442005	940550.0	0.5447797705549701	0.7690401308639558
ACAA1	19	0.05406273154037428	0.050999621927693924	-0.08414785435492234	956411.5	0.9623757851450856	0.9854128415069369
ACAA1	20	0.006533753496634706	0.006064781857356394	-0.10745627192821997	937992.0	0.4568568871567801	0.7045541782269474
ACAA1	22	0.01244927917775131	0.009917317973930818	-0.3280402936520312	973307.5	0.44546882330583726	0.6953887341285464
ACAA1	21	0.0651234151785367	0.06735279342159328	0.048561423066043365	992086.0	0.14542575174869726	0.36955833446087366
ACAA1	23	0.012961292510327842	0.013825265085303982	0.09309755084019762	988884.0	0.186821716575159	0.4303639514169144
ACAA1	24	0.011523170560262672	0.0108838182848826	-0.082352949105778	965802.0	0.6592396657402904	0.8372717811069187
ACAA1	25	0.04093011777498634	0.04327648951973585	0.08042065801684428	966105.0	0.666370208464431	0.8409530848791948
ACAA1	27	0.03921011695647515	0.03687954238495178	-0.08840519076864357	958877.0	0.8840920729568666	0.9516218572837332
ACAA1	28	0.036735492563135956	0.025699628863950733	-0.5154270937662244	936236.0	0.44337880378061456	0.6941539270359712
ACAA1	26	0.04181177329676305	0.046126566142704405	0.14168866463310348	957378.0	0.9320467152885137	0.9724002374465297
ACAA1	29	0.024644822005076405	0.017254968179467506	-0.5142727480687026	917550.5	0.11837817644348816	0.323120591686841
ACTL7B	0	0.0037837953738357054	0.003602856057802419	-0.07069305640053293	994437.5	0.9532185450222813	0.9813169214563812
ACTL7B	1	0.20369950445060375	0.20009610963387098	-0.02574935265987504	976629.5	0.5402855960262662	0.7658338372758088
ACTL7B	3	0.028035298273362597	0.028892143226661296	0.04343280834543132	1000620.0	0.7836821211062348	0.9057412967067073
ACTL7B	5	0.005121867116068415	0.00461019712578629	-0.1518413838581221	1012908.5	0.3721350049911486	0.6323677902719765
ACTL7B	7	0.006011106681101873	0.0066819379010483885	0.15263595069710187	1028250.0	0.11927952595439457	0.32471344763467946
ACTL7B	4	0.015938323313044147	0.015703220144772382	-0.021439435625072806	972191.0	0.41052221954839785	0.6689683324747087
