target_name	program_name	ref_mean	test_mean	log2FC	stat	pval	adj_pval
ACAA1	0	0.011169327983679237	0.011795930191347516	0.0787468027116701	327883.0	0.33213148246331714	0.8150728162215881
ACAA1	1	0.004502127675872227	0.00434990417932624	-0.04962334947309125	327927.5	0.3014974533907657	0.7979239885474972
ACAA1	3	0.08236820542605147	0.07848640786546099	-0.06964472444208981	306678.5	0.33635464621203714	0.8158827114155712
ACAA1	5	0.2615219403768412	0.25520873227304963	-0.03525429292553832	308393.5	0.4164357774498326	0.8574670049312475
ACAA1	7	0.017068345639960604	0.015545745618936168	-0.13480341685938577	311624.5	0.5731621609645065	0.9154574702145443
ACAA1	4	0.045931749832200525	0.04722581525567376	0.04008395593713272	310057.0	0.49851386339400683	0.8914732195365698
ACAA1	6	0.06976092796561136	0.07149182076014185	0.03535896431393119	324249.0	0.5784539259400321	0.9169544950503207
ACAA1	2	0.0769928687021118	0.08180750520886526	0.0875083799144295	326329.5	0.4602739844115543	0.8764245852449508
ACAA1	8	0.059418465465319426	0.059134649323758864	-0.006907636681200969	311942.5	0.6119089621635587	0.9231092118080507
ACAA1	10	0.0036382417033385094	0.003881066830496454	0.09321188566792202	319491.0	0.8658152818735626	0.9728828078648343
ACAA1	11	0.014492438167347828	0.014516007977872341	0.002344424521818755	313238.0	0.6771609580882421	0.9309314507065511
ACAA1	13	0.005897011825261757	0.005981688853368794	0.02056878123995413	321449.0	0.726731175082423	0.9409500360875461
ACAA1	14	0.010670317372508873	0.010490786883751773	-0.024480193210755778	316130.0	0.8756240925866913	0.975461605947043
ACAA1	9	0.003880553284944047	0.003080120335141844	-0.3332756492223248	300124.0	0.06708734630889941	0.49002121882603195
ACAA1	16	0.006401374347338509	0.006514336581443262	0.0252365837970253	323152.0	0.5963907528379229	0.9203243090758069
ACAA1	18	0.1085124700589543	0.10905468089893616	0.007190851247385552	319150.5	0.9081417344169048	0.9817952359209268
ACAA1	19	0.007502834187126884	0.007622947240460993	0.022913216056152392	314169.0	0.7290395667949936	0.9424773254147683
ACAA1	20	0.07920471588477107	0.07994266973950355	0.013379421758697605	310581.0	0.5302336417109623	0.8997180471717332
ACAA1	12	0.0062198568598626	0.006558050678262411	0.07638567100316432	322406.5	0.6572867136557057	0.9292557264801774
ACAA1	15	0.0436095105141087	0.03878242209609929	-0.16923988973713544	291003.0	0.02057358075487043	0.2978105010226627
ACAA1	17	0.03703559313949956	0.04237924662398581	0.19444549843146355	332303.0	0.20310462298571608	0.719348353361684
ACAA1	24	0.01036148320318811	0.009726189372907802	-0.0912839467677293	316771.5	0.9238938657939363	0.9855161866361759
ACAA1	23	0.011802917190504214	0.012674494449361702	0.10278472534526016	315922.0	0.8640003867462873	0.9724906102026382
ACAA1	22	0.013904454060847383	0.014921996571276599	0.1018934815195711	326216.0	0.44629085094689824	0.8698457456666377
ACAA1	25	0.0036098615720643306	0.00378187452866227	0.06715798483824474	330920.0	0.1884279294530946	0.7046717189630671
ACAA1	27	0.004795098411271073	0.0055414326874468085	0.2086985958734731	331499.0	0.17518169053476162	0.6932690005067912
ACAA1	26	0.009597816320743567	0.009603355808971632	0.0008324275584242046	307424.0	0.3421880239850468	0.8184780908379734
