target_name	program_name	ref_mean	test_mean	log2FC	stat	pval	adj_pval
ACAA1	0	0.005426090495651326	0.0054973791779347175	0.018830882796430054	430064.0	0.8626994234815024	0.9802137556906168
ACAA1	1	0.008000201277578004	0.007732559858219586	-0.049090200965378715	426504.5	0.6520476474919938	0.9204759545677207
ACAA1	4	0.023603926280890798	0.02365962332818991	0.0034002478354381175	425267.5	0.6291668153428271	0.9134055422482745
ACAA1	3	0.04058375948172114	0.03858490500538872	-0.07286596163519596	418901.5	0.3594753102367192	0.8016383257108814
ACAA1	2	0.054135773240213333	0.05003685567418397	-0.11359111750907495	418662.0	0.3479269405627894	0.7949059158270732
ACAA1	6	0.02314537945925585	0.02210294429851632	-0.06648565367324868	421211.0	0.43982771227003026	0.8472141328892244
ACAA1	5	0.016954528187173558	0.01570085440921365	-0.11082756757304689	433259.0	0.9277857248575992	0.9917488782653237
ACAA1	7	0.00853381101585515	0.007420551601928784	-0.2016637292810973	423503.5	0.492187692373401	0.8673369835747953
ACAA1	8	0.029359006789567082	0.030351352089050446	0.047957624081779324	440198.0	0.5675480797226851	0.8920323193953594
ACAA1	10	0.0068557244819149755	0.0061320749147181	-0.16093380922703154	426614.0	0.6678770214237459	0.928258965229092
ACAA1	9	0.01085242081796412	0.010494130618635016	-0.048434244175840156	428119.5	0.7654774056830502	0.9589989327189005
ACAA1	11	0.1607679790287617	0.16141391376083086	0.005784856965176178	434324.5	0.8738368990222942	0.9817020398614554
ACAA1	14	0.11387876678161077	0.1169036594727003	0.037821316708175734	441116.5	0.527802728704207	0.8795152230597361
ACAA1	12	0.08174452777637675	0.07906787704452226	-0.04803046639555352	422134.5	0.4752146022910967	0.8619230157197006
ACAA1	13	0.00577016509871954	0.006539598773531158	0.1805895256850261	452982.5	0.08667608039617451	0.4932110400406577
ACAA1	16	0.13136027860927849	0.14204857481175076	0.11285526476612426	459485.5	0.0561096853437756	0.4127930746080141
ACAA1	15	0.028587809334383384	0.02899434513535609	0.020371482606736158	436521.0	0.748993990661265	0.9553440257542745
ACAA1	17	0.01619761663070219	0.016355255601175074	0.013972760196738815	440316.5	0.5463638364589845	0.8846389928640419
ACAA1	18	0.007502144233246879	0.0074352174896023734	-0.012928056381743387	441377.0	0.4619105447902182	0.8570251640587507
ACAA1	19	0.017110917638682683	0.019451669100771514	0.18497682273687407	449148.5	0.19643462672094492	0.6664613141879497
ACAA1	20	0.014489471121659128	0.01275549372057359	-0.18388619452479726	422922.5	0.48736287261652134	0.8661026958673507
ACAA1	21	0.008963678329048751	0.008157325994302671	-0.1359945689568676	434252.5	0.8644222013899037	0.9802137556906168
ACAA1	23	0.010758224327397153	0.009805720287913947	-0.1337444631443071	418699.5	0.3295840797219234	0.7861184453151762
ACAA1	22	0.07837223901250077	0.07710230073145401	-0.023568803107228357	433794.0	0.902182199266333	0.985274527565508
ACAA1	25	0.005447670617635336	0.005278330055520475	-0.045557910727612574	432120.0	0.9943538781004244	0.9986540414093852
ACAA1	24	0.08381088807846529	0.08276337146634717	-0.018145263830948857	435897.0	0.7861535692024398	0.9648716233904316
ACAA1	26	0.014798018235818567	0.014701770850860534	-0.009414041386689958	430341.0	0.9012944591060444	0.985274527565508
ACAA1	27	0.011560968984590483	0.012655611133323441	0.13051485353689132	443530.0	0.3827310406452833	0.8158300431268276
ACAA1	28	0.004514511532526045	0.0037150289595727	-0.2811964404278957	424177.5	0.5260642133904598	0.8788766341979671
ACAA1	29	0.012545452875710997	0.014334344579777449	0.192311389398222	434072.5	0.8776557269465982	0.9826809598050132
ACTL7B	0	0.005426090495651326	0.005277576392933753	-0.040037552167415044	408966.5	0.8157609083340112	0.9688450655180432
ACTL7B	1	0.008000201277578004	0.00850755152340694	0.08870768614809682	404727.0	0.8881675953704093	0.9849827778501047
ACTL7B	4	0.023603926280890798	0.024412981437854888	0.04862163748464945	412103.0	0.6735506606878794	0.9291116516992268
ACTL7B	6	0.02314537945925585	0.022704555745457412	-0.027742407058903497	397125.0	0.4934937894772907	0.8673622469133614
ACTL7B	3	0.04058375948172114	0.03831551620753943	-0.08297377291582167	397771.5	0.5336887086289848	0.8821958870720261
ACTL7B	5	0.016954528187173558	0.01771245176626183	0.06309328705173937	413898.0	0.5656728148607528	0.8916146899220175
ACTL7B	7	0.00853381101585515	0.007739776226340695	-0.14089830638003914	397025.0	0.4350052467871347	0.8462808676814519
ACTL7B	2	0.054135773240213333	0.052905245841324916	-0.033171470172409	408631.5	0.8710144851927997	0.9816427659599942
ACTL7B	8	0.029359006789567082	0.03304082688239748	0.17044662934389607	428605.5	0.10755127578571552	0.5390014753272637
ACTL7B	9	0.01085242081796412	0.010592946022182964	-0.034913020858927266	415707.5	0.46368518326638	0.8570259430515457
ACTL7B	10	0.0068557244819149755	0.006064670913201893	-0.17687976892553078	400481.0	0.6281351757582279	0.9129456139292077
ACTL7B	13	0.00577016509871954	0.005515309284384858	-0.06517080782171726	390947.5	0.18705877057460418	0.6542435145526954
ACTL7B	12	0.08174452777637675	0.0717283059974448	-0.18857959637261543	403907.0	0.8529736778640542	0.977822665840191
ACTL7B	11	0.1607679790287617	0.16039838628422715	-0.003320458881463381	402671.0	0.7894138223033069	0.9657278070880327
ACTL7B	15	0.028587809334383384	0.02765680477314511	-0.04776558173326618	409769.0	0.8034634551804503	0.9678310244247434
ACTL7B	16	0.13136027860927849	0.13137533039479493	0.00016530029124846323	407556.0	0.9333125982991463	0.9922570676999503
ACTL7B	17	0.01619761663070219	0.017773820732782337	0.13397229634959182	410971.0	0.7300551485652648	0.9479414292271172
ACTL7B	14	0.11387876678161077	0.1217470805236593	0.09638840210307374	427125.0	0.13600843741241217	0.5901196246561954
ACTL7B	18	0.007502144233246879	0.008697856284321768	0.21335687123492106	418183.5	0.3365246759728042	0.7906880221268535
ACTL7B	22	0.07837223901250077	0.08353017887334384	0.09195481357725604	424134.5	0.19981899209817766	0.6718246669265544
ACTL7B	20	0.014489471121659128	0.0175244593277918	0.2743649980424998	423455.0	0.17946529003256328	0.6495626287008566
ACTL7B	21	0.008963678329048751	0.008954557382050473	-0.001468754664390315	398746.0	0.5410799407589758	0.8833728169595562
ACTL7B	19	0.017110917638682683	0.017684726819242904	0.04758680154545731	401787.5	0.7184784455088505	0.9450305015217515
ACTL7B	23	0.010758224327397153	0.011329103163902208	0.07459368183035474	420627.0	0.2822702521456766	0.7479241417256516
ACTL7B	26	0.014798018235818567	0.015325209710652998	0.05050283418902247	396263.5	0.44144544858629164	0.8485076249487247
ACTL7B	25	0.005447670617635336	0.005705880495520505	0.0668100549452328	400382.0	0.6058106803021177	0.9068900672975438
ACTL7B	24	0.08381088807846529	0.07641229789312302	-0.1333328340230229	394399.0	0.3831700030859715	0.8158300431268276
ACTL7B	27	0.011560968984590483	0.009956098507570978	-0.2156099128307012	393028.0	0.29210087205066604	0.7568523581215114
ACTL7B	28	0.004514511532526045	0.003971757902949527	-0.1847922108037707	399014.0	0.5375443205384381	0.8831806744039946
ACTL7B	29	0.012545452875710997	0.013672545588343847	0.12411732124439118	425553.5	0.1353132027695156	0.5898098648266551
ACVR1B	0	0.005426090495651326	0.005088082791233333	-0.09279096314019139	385532.0	0.9305718658771895	0.9921843190309613
ACVR1B	3	0.04058375948172114	0.03703631138094334	-0.13196209450137225	375088.0	0.47920211538100665	0.8637231676423789
ACVR1B	5	0.016954528187173558	0.0181902085289	0.1014914444348318	398491.0	0.2729601400419367	0.739697984836288
ACVR1B	2	0.054135773240213333	0.059929717756	0.14668932880969748	408378.5	0.07530326803654269	0.4620384292310312
ACVR1B	6	0.02314537945925585	0.0231718432585	0.0016485960878885675	389921.0	0.6855986881010763	0.9332673806876173
ACVR1B	1	0.008000201277578004	0.006287398472933334	-0.34757309842401596	381157.0	0.7647718253307132	0.9589375595920336
ACVR1B	7	0.00853381101585515	0.008749797729733333	0.036059504431706864	394789.5	0.3835924443492854	0.8158300431268276
ACVR1B	4	0.023603926280890798	0.021749367904466663	-0.11805338472766504	367043.5	0.18141852288697813	0.6515338974937797
ACVR1B	8	0.029359006789567082	0.03174221836873334	0.11259979447158147	404823.5	0.1309787492940004	0.582337207230893
ACVR1B	9	0.01085242081796412	0.006948541898486666	-0.6432347208215112	362350.0	0.06999106745038693	0.4472624324563682
ACVR1B	10	0.0068557244819149755	0.0057201668342	-0.2612519063248327	362576.5	0.0620105937887522	0.4248082057252449
ACVR1B	11	0.1607679790287617	0.16749408311419997	0.05913004564950927	403873.5	0.15401622575301552	0.613047666176295
ACVR1B	12	0.08174452777637675	0.04785919168113333	-0.7723261248616937	332556.0	6.0082922918088495e-05	0.0036293333168088593
ACVR1B	14	0.11387876678161077	0.101161766532	-0.1708346396936211	362081.0	0.09491701032065367	0.5127239107351322
ACVR1B	13	0.00577016509871954	0.0047027549068999995	-0.29510645320734646	386523.0	0.8663284172231731	0.9803693047453691
ACVR1B	15	0.028587809334383384	0.0250403800183	-0.19114361430963533	362596.0	0.09377350202394491	0.5095412878285694
ACVR1B	16	0.13136027860927849	0.13606109315733333	0.05072549320847536	394019.5	0.4842535622006656	0.8651725198857748
ACVR1B	17	0.01619761663070219	0.014777765403400001	-0.1323534148374114	381732.0	0.8236170227012737	0.9703146836471106
ACVR1B	18	0.007502144233246879	0.007349193825200001	-0.02971699873048748	374182.5	0.37939862384594314	0.8142727426703484
ACVR1B	19	0.017110917638682683	0.023378418640683334	0.4502602146537425	436248.5	3.475704730756426e-05	0.002336300773906951
ACVR1B	21	0.008963678329048751	0.009527782953366667	0.0880496712572594	387664.5	0.8010756940945452	0.967222283890428
ACVR1B	20	0.014489471121659128	0.013412953560969	-0.11137797947925976	358166.0	0.030962519036741992	0.31206868115949654
ACVR1B	22	0.07837223901250077	0.0771803735541	-0.022108687326950587	387841.0	0.8091970856804882	0.9684126400738262
ACVR1B	24	0.08381088807846529	0.12566278647666668	0.5843478909446773	459953.0	1.722446999050191e-08	3.3475382981540668e-06
ACVR1B	23	0.010758224327397153	0.011185361928533333	0.05617196190748046	391212.5	0.6064161405698436	0.9071195937697178
ACVR1B	25	0.005447670617635336	0.00431393731826	-0.33663426214026826	375212.5	0.4064917056895807	0.828432508178168
ACVR1B	26	0.014798018235818567	0.012944408889250001	-0.1930748961546323	361036.5	0.06473890841905044	0.43024567069777797
ACVR1B	27	0.011560968984590483	0.014616393122	0.33832501963775896	408750.0	0.050663285874024924	0.40117783499892185
ACVR1B	28	0.004514511532526045	0.004582064389993333	0.021427835023595642	381511.0	0.7903415448535971	0.9657278070880327
ACVR1B	29	0.012545452875710997	0.010394951500015	-0.2712815242436004	347132.5	0.0024149043995884425	0.06444550845468859
ACVR2A	0	0.005426090495651326	0.0065287628838545456	0.2668965367074479	443322.5	0.07393207531858398	0.4561440671829819
ACVR2A	1	0.008000201277578004	0.008153156545181818	0.027322418523717883	436163.0	0.28145189193042486	0.7470842974637761
ACVR2A	3	0.04058375948172114	0.03971868572469697	-0.031084630065001624	424968.0	0.8929214843428458	0.9849957525079381
ACVR2A	4	0.023603926280890798	0.02549119101678788	0.1109719238418656	435872.0	0.3553884651331577	0.8005422838997945
ACVR2A	6	0.02314537945925585	0.030010565812696968	0.3747463042190064	467400.0	0.0013901486234389258	0.04315253018591665
ACVR2A	2	0.054135773240213333	0.0776044012128697	0.5195562243150673	501643.5	2.5330479412732192e-08	4.717801790621371e-06
ACVR2A	9	0.01085242081796412	0.00713511707190909	-0.6050078898301161	402436.0	0.11156634776142742	0.5490192551841862
ACVR2A	5	0.016954528187173558	0.02063589897848485	0.2834856515980025	457457.0	0.010149648963866238	0.16679753995765473
ACVR2A	8	0.029359006789567082	0.031016760966606056	0.07924487291317069	431635.5	0.5435205770789475	0.8840526047488387
ACVR2A	7	0.00853381101585515	0.016481998800121214	0.9496291441868173	478890.0	6.7254909811784965e-06	0.0005726275178260549
ACVR2A	10	0.0068557244819149755	0.005765837710060606	-0.24977890139793837	417199.5	0.6387556618168282	0.9177140021666893
ACVR2A	11	0.1607679790287617	0.1650391703460606	0.037828387645812235	436407.0	0.3491303129058637	0.7949385386965429
ACVR2A	14	0.11387876678161077	0.08417573615878787	-0.43602243670498064	379076.5	0.0019736435976654733	0.056371801160157615
ACVR2A	13	0.00577016509871954	0.004398909402727272	-0.39146670985975074	412422.5	0.3753225529852954	0.8116176710162506
ACVR2A	12	0.08174452777637675	0.03534968451363636	-1.2094248160848762	363165.5	1.1924405954103798e-05	0.0008958335229385543
ACVR2A	15	0.028587809334383384	0.02705254011956667	-0.07963600800309853	422746.5	0.9819860969180187	0.9957416435199521
ACVR2A	17	0.01619761663070219	0.01734507713276212	0.09874471028954755	428966.0	0.6633392172419361	0.9269474778430882
ACVR2A	18	0.007502144233246879	0.008421682341242425	0.16680545934450558	434767.5	0.3505484065759218	0.7962151307898223
ACVR2A	16	0.13136027860927849	0.08116299681575759	-0.6946350516916819	329736.5	4.6440657506019127e-11	1.660717912415244e-08
ACVR2A	19	0.017110917638682683	0.017727746545593333	0.05109202840481611	445348.5	0.08937867911549373	0.5000053242649553
ACVR2A	20	0.014489471121659128	0.02478665187975152	0.7745584726434263	436740.0	0.29151429310106747	0.7564108190586573
ACVR2A	21	0.008963678329048751	0.008312684851272727	-0.10877635972818538	418238.0	0.7066524200185557	0.9401000944889714
ACVR2A	22	0.07837223901250077	0.16972083916951514	1.1147490980355015	621911.5	1.1513594567521957e-44	1.029315354336463e-40
