target_name	program_name	ref_mean	test_mean	log2FC	stat	pval	adj_pval
ACAA1	0	0.2429737660861528	0.2435322746807547	0.0033124272513701605	1173842.0	0.7867364774574492	0.9624814472611115
ACAA1	2	0.1154016255137426	0.11325145625943397	-0.027133944025898953	1141211.0	0.4329044994580702	0.8520841534907855
ACAA1	4	0.10720291690494156	0.10744348776243397	0.0032338815918943895	1166836.5	0.9647650855210244	0.9960285949947559
ACAA1	1	0.006270844851347886	0.006269579187113208	-0.000291213042780682	1161747.0	0.8927088137655932	0.9858102463283631
ACAA1	3	0.08876527099375171	0.09530078424003774	0.10249274714138801	1221492.0	0.07005887069276903	0.4489483003675135
ACAA1	7	0.10905472841028194	0.10433550479283017	-0.06382214139068394	1120274.5	0.14408164856145142	0.6055404955734062
ACAA1	5	0.006235806686500455	0.005519046205630189	-0.176157240505808	1121511.5	0.09741054979710097	0.5129873004558997
ACAA1	6	0.06539355796003489	0.06933683089232076	0.08447337808477062	1231921.5	0.03153554318815725	0.30739685736829125
ACAA1	8	0.06843975318067166	0.0656837612524151	-0.0592978143417656	1131657.0	0.2741335438345016	0.7496952835363856
ACAA1	10	0.00456559628345508	0.00461688797869434	0.016117434428034212	1152320.5	0.6284112002798345	0.926338647968975
ACAA1	9	0.0051151046836718055	0.0047471278145547165	-0.1077088715997707	1142312.5	0.39354533617382503	0.8277496992010183
ACAA1	11	0.009783811961936608	0.009115132312283017	-0.10213307842981131	1153873.5	0.6869894356352071	0.9471970282591855
ACAA1	12	0.005544345025833333	0.006293064184811321	0.18274561795136535	1162138.0	0.9019259246585912	0.9872918773106628
ACAA1	13	0.005465134128310596	0.0053606510863	-0.027848667624495317	1171367.5	0.831288441862828	0.975355622478783
ACAA1	16	0.003925165013751478	0.004104704290369812	0.06452498551899256	1167101.5	0.9497650064043254	0.9953432678346223
ACAA1	14	0.006382385329772783	0.005960955553050943	-0.0985520963209032	1164972.5	0.985441696494657	0.9973453289283949
