sample_D0_pearsonr_stat	sample_D0_pearsonr_pval	sample_D0_pearsonr_adj_pval	sample_D0_pearsonr_log2FC	sample_sample_D1_pearsonr_stat	sample_sample_D1_pearsonr_pval	sample_sample_D1_pearsonr_adj_pval	sample_sample_D1_pearsonr_log2FC	sample_sample_D2_pearsonr_stat	sample_sample_D2_pearsonr_pval	sample_sample_D2_pearsonr_adj_pval	sample_sample_D2_pearsonr_log2FC	sample_sample_D3_pearsonr_stat	sample_sample_D3_pearsonr_pval	sample_sample_D3_pearsonr_adj_pval	sample_sample_D3_pearsonr_log2FC	program_name
0.8701694115659975	0.0	0.0	3.622399513839433	-0.4124546494072163	0.0	0.0	-2.7957646744921334	-0.34579960336562054	0.0	0.0	-3.1546116886855455	-0.5129792736253498	0.0	0.0	-3.6596114750895867	0
-0.4580065025595961	0.0	0.0	-3.75340904574279	-0.2707763621646443	0.0	0.0	-3.6482652257951247	-0.2551530885403581	0.0	0.0	-2.632564263620871	0.732121637466917	0.0	0.0	3.985066596119739	1
0.3252602082086615	0.0	0.0	0.7821454878792958	0.07240775205646095	9.370198456035013e-82	9.370198456035013e-82	0.22559658858333603	-0.07312679125415586	2.3631596811459057e-83	2.3631596811459057e-83	-0.2643922581152127	-0.3542133245026343	0.0	0.0	-1.1703261445998057	2
0.3405530940027005	0.0	0.0	0.7764684336106881	0.12555376490624082	2.408201506994523e-239	2.408201506994523e-239	0.3506060078585274	-0.13054620152514043	9.460305946013488e-259	9.460305946013488e-259	-0.4710489691622543	-0.37200377062163553	0.0	0.0	-1.1761704719557136	3
0.4519077602958159	0.0	0.0	1.227829981043004	0.03168330330989968	4.36686073275287e-15	4.36686073275287e-15	0.10937421521079341	-0.22925061681337341	0.0	0.0	-1.2096028686893099	-0.36580672873299513	0.0	0.0	-1.5451526925537526	4
-0.38845716971536737	0.0	0.0	-3.0243233527186066	0.840548760022769	0.0	0.0	3.648192224176797	-0.2379958352383878	0.0	0.0	-1.8890811689611728	-0.34310741254986127	0.0	0.0	-2.9456061818392247	5
0.261421600051011	0.0	0.0	0.6800585197114328	0.18612624518032606	0.0	0.0	0.5456001057383282	-0.15174447045245637	0.0	0.0	-0.6599653028027256	-0.35216087970474186	0.0	0.0	-1.4696100638680514	6
0.6228927506871792	0.0	0.0	2.224569835097812	-0.25218080972266543	0.0	0.0	-1.3474907321451302	-0.2458481753749557	0.0	0.0	-1.8126310344155185	-0.3771414397139045	0.0	0.0	-2.2763642596373965	7
0.3421304786541317	0.0	0.0	0.7696231624898753	0.10209993096447909	1.2630290955109578e-156	1.2630290955109578e-156	0.2851761716390766	-0.14915246092566212	0.0	0.0	-0.5483107011065262	-0.34005011366350835	0.0	0.0	-1.0265749436262774	8
-0.4098224693763243	0.0	0.0	-3.045148918090867	-0.2528575196608909	0.0	0.0	-2.7043196094987474	-0.22440771299233309	0.0	0.0	-1.6669231589615632	0.6661624009990673	0.0	0.0	3.0586287894103386	9
-0.3757724415350288	0.0	0.0	-3.0814931549694267	-0.2194097769648281	0.0	0.0	-2.943382169628703	-0.20416820901716826	0.0	0.0	-2.0551682504486255	0.6056907987956265	0.0	0.0	3.3468751948581965	10
-0.29387290592135346	0.0	0.0	-2.032963763045876	-0.16487169980702998	1.0268954409477166e-286	1.0268954409477166e-286	-1.369411319660996	0.6731342403180882	0.0	0.0	2.774528689099883	-0.208987123071376	0.0	0.0	-1.2834225700913302	11
-0.2572831548260956	0.0	0.0	-2.556404752179689	-0.16334683922368998	5.904605873816711e-270	5.904605873816711e-270	-2.148085763778758	0.5127466584045531	0.0	0.0	2.4008804704527247	-0.07679031777201906	1.474680939503289e-60	1.474680939503289e-60	-0.4194151553332494	12
-0.35078168043632046	0.0	0.0	-2.617890222059447	-0.22129161857316265	0.0	0.0	-2.3521427935495685	-0.18785622283993147	0.0	0.0	-1.9230153245898276	0.5795817583932475	0.0	0.0	2.9792106291013343	13
-0.27658309868973735	0.0	0.0	-2.193731726538548	-0.16840961804531734	5.675377226669634e-278	5.675377226669634e-278	-1.5501167404017302	0.6369163778765285	0.0	0.0	2.798743107650938	-0.21253759736563504	0.0	0.0	-1.3373855945411324	14
0.1648092652650465	0.0	0.0	0.4295443815057725	0.03617237672992849	5.369052369127816e-19	5.369052369127816e-19	0.11374117300477689	-0.0011983925283330574	0.7680658912044183	0.7680658912044183	-0.004408533583177016	-0.2328365053290154	0.0	0.0	-0.8942297244229929	15
-0.2831912346052081	0.0	0.0	-2.3689992159352546	0.6586107661304458	0.0	0.0	3.0519756543593677	-0.17642617959848114	1.4256790680491294e-267	1.4256790680491294e-267	-1.6657126573614476	-0.28734257654237216	0.0	0.0	-2.0875445392458265	16
-0.281111949221731	0.0	0.0	-2.6706341869345303	-0.17956783729026657	7.823357284899129e-287	7.823357284899129e-287	-1.9886488327550642	0.669820827059608	0.0	0.0	3.244306865250068	-0.25079861200077974	0.0	0.0	-1.7795998573041538	17
0.2355744516066834	0.0	0.0	0.8116517809563748	0.09538149206952934	1.7504890107562203e-104	1.7504890107562203e-104	0.3889884528056884	-0.10073437403734381	2.2493722207807487e-116	2.2493722207807487e-116	-0.5677972024415047	-0.26987425685458555	0.0	0.0	-1.4259395539458881	18
-0.2491477425693154	0.0	0.0	-1.87821548010758	-0.1413256206371343	2.337814565781785e-193	2.337814565781785e-193	-1.440377866707403	-0.01730380468590282	0.00030163997399894874	0.00030163997399894874	-0.12155369470778885	0.35317289198436275	0.0	0.0	1.7887687173491842	19
-0.2562391539011954	0.0	0.0	-1.8907225629069058	-0.11202429110818869	1.2015854034551682e-117	1.2015854034551682e-117	-0.8131583832443644	0.5111672179724097	0.0	0.0	2.270766848250628	-0.13763331230721326	4.004069796861771e-177	4.004069796861771e-177	-0.8799369710475974	20
-0.23334560445213698	0.0	0.0	-2.519721526337606	-0.14052021066870177	1.842252867453163e-172	1.842252867453163e-172	-2.062470708404615	-0.10944819101910118	5.28935945017085e-105	5.28935945017085e-105	-1.2592542121230021	0.40583865715222456	0.0	0.0	2.8036559397311525	21
-0.2825509652288361	0.0	0.0	-2.105088899253863	0.5896496014553857	0.0	0.0	2.5474668678954373	-0.08246026565780387	1.969589727729433e-62	1.969589727729433e-62	-0.5721468969667012	-0.252954243058647	0.0	0.0	-1.8076631178570413	22
0.20014243591915257	0.0	0.0	0.7271674029324755	-0.0777606649023194	1.795103593462652e-72	1.795103593462652e-72	-0.4466511895674078	-0.09250614952385265	6.694216159073124e-102	6.694216159073124e-102	-0.5599526289038874	-0.0845617493208907	2.0893788550179462e-85	2.0893788550179462e-85	-0.3575314032537537	23
-0.22152769640511893	0.0	0.0	-2.1702349487485035	-0.13188078266663664	1.4592271758436137e-151	1.4592271758436137e-151	-2.027092625815487	-0.09043059479215894	5.832366848143566e-72	5.832366848143566e-72	-1.1495626010866151	0.36545356418421854	0.0	0.0	2.563495745124337	24
-0.2333974217889532	0.0	0.0	-1.765482452079973	-0.11255803957513624	1.907390965444748e-125	1.907390965444748e-125	-0.978806001036283	-0.049485356046616004	1.513438744706854e-25	1.513438744706854e-25	-0.388616693150392	0.3491554349492543	0.0	0.0	1.7960726547579267	25
